,Unnamed: 0,customer,state,gender,education,customer lifetime value,income,monthly premium auto,number of open complaints,policy type,vehicle class,total claim amount
96,96,EZ78112,California,F,High School or Below,561096,77493,70,0,Special Auto,Four-Door Car,307
97,97,XN16891,Arizona,M,College,291289,81097,74,0,Personal Auto,Four-Door Car,355
98,98,XK31350,Oregon,F,College,691572,96610,85,0,Corporate Auto,Four-Door Car,520
99,99,CC30924,Oregon,M,College,626266,30110,159,0,Corporate Auto,Luxury,466
100,100,IT78748,Oregon,F,High School or Below,650339,22081,84,0,Special Auto,Two-Door Car,451
101,101,KY33386,Washington,F,High School or Below,800739,0,112,0,Personal Auto,Luxury,537
102,102,CO44221,California,M,College,292991,98473,72,0,Personal Auto,Four-Door Car,345
103,103,LK60013,Oregon,F,Bachelor,596955,97431,74,0,Personal Auto,Four-Door Car,355
104,104,DE21533,California,M,Bachelor,547315,93870,69,0,Personal Auto,Four-Door Car,331
105,105,YS94121,Nevada,M,High School or Below,564539,50366,72,0,Personal Auto,Four-Door Car,428
106,106,UK68427,Washington,M,High School or Below,636926,34498,83,0,Personal Auto,Two-Door Car,398
107,107,TE49565,Oregon,F,College,1183376,16552,103,0,Personal Auto,SUV,494
108,108,RA88421,Oregon,F,College,612110,26787,77,0,Personal Auto,Four-Door Car,369
109,109,KQ51983,Nevada,M,College,515936,0,74,0,Personal Auto,Two-Door Car,831
110,110,CD88896,Nevada,F,High School or Below,251459,43860,65,0,Corporate Auto,Four-Door Car,156
111,111,YV22553,Arizona,M,High School or Below,866861,21474,114,2,Corporate Auto,SUV,373
112,112,WU14435,California,M,Bachelor,496096,18174,66,0,Corporate Auto,Four-Door Car,395
113,113,XV84099,Arizona,F,Bachelor,550413,0,73,0,Corporate Auto,Four-Door Car,350
114,114,RI24911,Arizona,M,College,750745,60920,64,0,Personal Auto,Two-Door Car,231
115,115,KO26461,Arizona,M,High School or Below,3226985,41520,90,0,Personal Auto,Four-Door Car,289
116,116,HI14283,Oregon,F,Bachelor,565703,0,152,0,Personal Auto,SUV,729
117,117,PT50227,Arizona,M,High School or Below,506175,0,68,0,Personal Auto,Two-Door Car,326
118,118,BH36570,California,M,Bachelor,591278,72208,73,0,Personal Auto,Two-Door Car,350
119,119,TX17484,California,F,Bachelor,1518227,53863,63,0,Personal Auto,Four-Door Car,105
120,120,CT41158,Washington,M,College,1074703,66446,136,0,Corporate Auto,SUV,639
121,121,AO87348,Washington,M,College,205062,0,61,0,Personal Auto,Four-Door Car,292
122,122,DE55857,Washington,F,Bachelor,246544,64997,63,1,Personal Auto,Four-Door Car,383
123,123,LF66923,Nevada,F,High School or Below,534312,64460,66,0,Corporate Auto,Two-Door Car,316
124,124,CN24514,Arizona,F,College,811982,46618,67,0,Personal Auto,Four-Door Car,99
125,125,UW32074,Oregon,F,College,460526,0,64,0,Corporate Auto,Four-Door Car,307
126,126,HP36979,California,M,College,640878,49988,84,5,Personal Auto,Two-Door Car,566
127,127,PP40919,California,F,College,237653,0,91,5,Personal Auto,Two-Door Car,436
128,128,RO73268,California,M,Bachelor,321107,16269,86,0,Corporate Auto,Two-Door Car,412
129,129,HO61691,Arizona,F,Bachelor,509452,72006,64,0,Personal Auto,Four-Door Car,307
130,130,BS13062,Arizona,F,High School or Below,2575527,0,81,2,Personal Auto,Four-Door Car,388
131,131,FO35655,Oregon,M,Bachelor,867222,0,245,0,Corporate Auto,Luxury SUV,2345
132,132,HR10526,California,M,Master,804473,44320,67,0,Personal Auto,Four-Door Car,321
133,133,IA63417,Arizona,F,High School or Below,400151,19782,108,0,Personal Auto,Two-Door Car,773
134,134,BH35016,Nevada,F,Bachelor,1670611,63933,70,0,Personal Auto,Two-Door Car,424
135,135,PK52952,Arizona,M,Doctor,854441,28224,109,0,Personal Auto,SUV,523
136,136,OD76309,Washington,F,College,780531,21073,106,1,Personal Auto,SUV,508
137,137,IL28481,Oregon,M,Bachelor,611275,63243,77,0,Personal Auto,Four-Door Car,364
138,138,GY55092,Nevada,M,High School or Below,477294,20993,133,0,Personal Auto,SUV,638
139,139,UF33451,Oregon,F,Bachelor,1097909,94827,135,0,Personal Auto,SUV,354
140,140,CF15558,California,F,Master,500426,39161,63,1,Personal Auto,Two-Door Car,283
141,141,JM62924,Washington,M,Bachelor,1322304,37534,84,2,Personal Auto,Four-Door Car,403
142,142,EM66435,Oregon,F,Bachelor,262331,80210,65,0,Corporate Auto,Four-Door Car,20
143,143,QX45933,California,M,Bachelor,1784019,0,62,0,Personal Auto,Four-Door Car,385
144,144,JI71369,California,F,College,510611,30110,64,0,Personal Auto,Four-Door Car,140
145,145,JU93290,Arizona,F,College,1793060,21708,68,0,Personal Auto,Four-Door Car,326
146,146,GU66096,Arizona,M,High School or Below,545734,94731,67,0,Personal Auto,Four-Door Car,321
147,147,UC33108,California,M,Bachelor,656364,32375,83,0,Personal Auto,Four-Door Car,398
148,148,LW93867,Oregon,M,College,481252,16531,63,0,Corporate Auto,Four-Door Car,102
149,149,OU78470,Arizona,F,Master,2932804,32006,94,0,Corporate Auto,Four-Door Car,56
150,150,XW90265,Arizona,F,Bachelor,577352,81676,72,0,Personal Auto,Two-Door Car,463
151,151,HS67749,California,M,College,684711,71038,86,0,Corporate Auto,Four-Door Car,205
152,152,VZ51506,Arizona,F,High School or Below,359531,0,103,0,Corporate Auto,Luxury,741
153,153,UI64281,Nevada,F,Master,2285561,20832,65,0,Personal Auto,Two-Door Car,56
154,154,AE98193,Washington,M,High School or Below,785941,0,113,0,Personal Auto,SUV,813
155,155,AZ74055,Oregon,M,High School or Below,411557,52405,103,0,Personal Auto,Four-Door Car,494
156,156,XS76911,Arizona,F,High School or Below,502963,0,133,0,Personal Auto,Luxury,795
157,157,AY40674,Washington,F,Bachelor,482141,26583,1005,4,Personal Auto,SUV,614
158,158,NA12740,Oregon,M,Master,500431,25486,65,0,Special Auto,Two-Door Car,72
159,159,UA84837,Arizona,M,College,863005,24065,111,0,Corporate Auto,Four-Door Car,532
160,160,DJ51510,Arizona,F,High School or Below,932208,70435,116,0,Personal Auto,Four-Door Car,67
161,161,VM58985,California,M,College,1672756,0,76,2,Personal Auto,Two-Door Car,402
162,162,OH60605,Oregon,F,High School or Below,365253,39679,92,0,Personal Auto,Two-Door Car,641
163,163,UO98052,Nevada,M,College,615860,0,89,0,Personal Auto,Four-Door Car,342
164,164,NC53424,California,M,Bachelor,437608,0,69,4,Personal Auto,Two-Door Car,331
165,165,LQ13873,Nevada,M,High School or Below,556945,53565,71,1,Personal Auto,Four-Door Car,340
166,166,LA97014,Washington,M,Bachelor,257651,37574,66,1,Personal Auto,Two-Door Car,412
167,167,NB79936,Washington,M,Bachelor,834698,48259,108,0,Personal Auto,Two-Door Car,73
168,168,NT89061,Arizona,F,High School or Below,632392,78532,78,0,Personal Auto,Four-Door Car,374
169,169,AF10970,Arizona,F,Bachelor,597314,96163,73,0,Corporate Auto,Four-Door Car,350
170,170,ZG48513,California,M,Bachelor,470667,0,72,0,Personal Auto,Four-Door Car,345
171,171,JQ59145,California,M,High School or Below,809341,0,114,1,Personal Auto,Luxury,722
172,172,FE84989,Washington,M,College,503574,72672,63,0,Personal Auto,Four-Door Car,259
173,173,JT52858,Oregon,F,Bachelor,902786,99002,112,1,Personal Auto,Four-Door Car,537
174,174,MC62068,California,M,High School or Below,728888,79494,91,0,Personal Auto,Four-Door Car,396
175,175,EU27538,Oregon,M,Master,1804247,35704,225,0,Personal Auto,Luxury,358
176,176,RH42306,Arizona,F,Bachelor,499206,0,71,0,Corporate Auto,Four-Door Car,653
177,177,US23612,Oregon,F,High School or Below,910226,26049,118,0,Personal Auto,Two-Door Car,121
178,178,WV76014,Arizona,M,Doctor,254040,70125,64,0,Special Auto,Four-Door Car,92
179,179,RK96223,California,M,College,1294189,52369,110,1,Personal Auto,SUV,528
180,180,MF82000,Washington,F,Bachelor,236534,0,66,2,Special Auto,Four-Door Car,159
181,181,FM46980,Arizona,M,College,572076,41770,72,0,Personal Auto,Four-Door Car,476
182,182,SY56792,Oregon,M,High School or Below,703553,0,101,0,Corporate Auto,Four-Door Car,727
183,183,RF61565,California,M,College,263697,31911,67,0,Personal Auto,Four-Door Car,321
184,184,IM94808,Nevada,M,Bachelor,539583,70051,68,0,Corporate Auto,Four-Door Car,42
185,185,VI14730,Oregon,M,High School or Below,838263,19683,117,1,Personal Auto,Luxury,561
186,186,YR34119,Washington,F,College,3116174,30916,112,0,Personal Auto,SUV,200
187,187,RR77985,Oregon,F,Bachelor,288774,0,80,0,Personal Auto,Four-Door Car,676
188,188,QD28391,Washington,M,College,742584,84302,62,0,Personal Auto,Four-Door Car,76
189,189,WV17090,California,M,Bachelor,2558572,0,116,0,Corporate Auto,SUV,830
190,190,TM23514,Oregon,M,College,1027260,60145,132,0,Personal Auto,SUV,580
191,191,MQ68407,Oregon,F,Bachelor,437636,63774,111,0,Personal Auto,Four-Door Car,60
192,192,GJ59592,California,F,Bachelor,531889,25134,67,0,Corporate Auto,Four-Door Car,321
193,193,FY56083,Oregon,M,Bachelor,471976,37057,61,1,Personal Auto,Four-Door Car,47
194,194,UA94723,Oregon,F,High School or Below,442803,58577,110,0,Personal Auto,SUV,303
195,195,FW91032,California,M,High School or Below,587917,85857,73,0,Corporate Auto,Four-Door Car,100
196,196,DE34457,Oregon,F,Doctor,941690,70602,116,0,Personal Auto,SUV,481
197,197,HD32044,Oregon,F,Master,828815,33816,106,2,Corporate Auto,Four-Door Car,508
198,198,HH30454,Oregon,M,Bachelor,3265483,0,153,0,Personal Auto,SUV,1101
199,199,AH84063,Oregon,F,College,471945,89642,121,4,Corporate Auto,SUV,86
200,200,QA17596,California,F,Bachelor,390347,60068,98,0,Personal Auto,Two-Door Car,470
201,201,XI41052,California,F,Bachelor,545725,50044,139,0,Personal Auto,SUV,667
202,202,DI30528,California,F,Master,272535,36650,69,1,Personal Auto,Four-Door Car,56
203,203,SC66359,Arizona,F,College,443397,50653,110,0,Corporate Auto,SUV,262
204,204,EN61670,Arizona,F,Doctor,533246,68931,66,0,Personal Auto,Four-Door Car,309
205,205,DQ10761,Oregon,M,Bachelor,231509,0,73,1,Corporate Auto,Four-Door Car,350
206,206,BQ51587,California,F,College,541195,0,73,0,Personal Auto,Four-Door Car,365
207,207,JE21522,California,M,Bachelor,958733,39266,80,0,Personal Auto,Four-Door Car,384
208,208,WS47147,California,M,College,2210350,0,102,0,Personal Auto,SUV,489
209,209,ZA64638,Nevada,F,High School or Below,976494,0,98,1,Personal Auto,Four-Door Car,705
210,210,EW38459,Nevada,F,Bachelor,256715,40864,65,0,Corporate Auto,Four-Door Car,9
211,211,QW87316,Oregon,F,College,265062,39035,68,0,Personal Auto,Four-Door Car,244
212,212,IC43478,California,M,Bachelor,1126436,34923,98,0,Personal Auto,Two-Door Car,639
213,213,TE34064,California,M,High School or Below,216852,0,63,0,Personal Auto,Four-Door Car,453
214,214,WU60905,California,F,High School or Below,861066,0,111,0,Corporate Auto,SUV,532
215,215,YM18992,California,F,College,283464,24506,71,0,Personal Auto,Two-Door Car,511
216,216,PD55753,Oregon,M,High School or Below,893013,0,82,0,Personal Auto,Four-Door Car,554
217,217,KU56006,Arizona,F,College,553638,52220,70,1,Personal Auto,Four-Door Car,336
218,218,MJ69973,Arizona,M,High School or Below,284085,0,74,0,Personal Auto,Two-Door Car,402
219,219,TW43626,California,M,College,808288,53554,67,0,Personal Auto,Four-Door Car,327
220,220,XX84133,California,M,Bachelor,525473,34476,67,1,Corporate Auto,Four-Door Car,5
221,221,ZW84453,Arizona,F,Bachelor,511623,0,70,0,Personal Auto,Four-Door Car,131
222,222,HO29524,California,M,College,303464,68205,76,0,Personal Auto,Two-Door Car,99
223,223,VE89726,California,F,High School or Below,802489,0,119,1,Personal Auto,SUV,856
224,224,GE87503,California,M,High School or Below,1821114,53690,154,0,Personal Auto,SUV,739
225,225,PX90263,Oregon,M,High School or Below,512156,0,72,0,Personal Auto,Four-Door Car,518
226,226,NI17718,California,F,High School or Below,215017,0,61,0,Personal Auto,Four-Door Car,292
227,227,FY32213,California,F,High School or Below,559538,74454,71,0,Personal Auto,Four-Door Car,340
228,228,RZ13254,Nevada,F,Bachelor,756282,0,73,0,Personal Auto,Four-Door Car,350
229,229,GN45013,Oregon,M,High School or Below,538585,29664,71,0,Personal Auto,Four-Door Car,340
230,230,NM39588,Washington,F,Doctor,267805,72450,66,0,Corporate Auto,Four-Door Car,84
231,231,KU84464,Nevada,F,Bachelor,942256,47272,79,3,Personal Auto,Four-Door Car,64
232,232,YH43527,Oregon,F,College,360586,21585,92,0,Corporate Auto,Four-Door Car,441
233,233,RO30676,California,F,College,776259,23827,106,2,Personal Auto,Four-Door Car,37
234,234,QL59704,Arizona,F,College,2344490,69906,74,2,Corporate Auto,Four-Door Car,202
235,235,QH19450,California,F,High School or Below,255817,0,72,0,Corporate Auto,Four-Door Car,345
236,236,SA54664,Washington,M,Master,265438,73196,66,1,Personal Auto,Four-Door Car,85
237,237,CI38330,Washington,M,Bachelor,254978,72217,6464,0,Personal Auto,Four-Door Car,91
238,238,WB38524,California,M,High School or Below,296959,46131,74,0,Personal Auto,Two-Door Car,355
239,239,CE56187,Oregon,F,Master,436312,54514,109,3,Personal Auto,SUV,286
240,240,JL19416,California,F,High School or Below,588430,0,161,0,Personal Auto,SUV,1159
241,241,JZ61422,Nevada,F,College,527219,96668,66,0,Personal Auto,Four-Door Car,316
242,242,LA13377,California,M,Doctor,550989,78879,69,1,Personal Auto,Four-Door Car,466
243,243,NC99948,Nevada,M,College,1631368,0,69,0,Personal Auto,Four-Door Car,331
244,244,QD34785,Arizona,F,Bachelor,567805,0,76,0,Personal Auto,Four-Door Car,364
245,245,RO26085,California,F,Bachelor,1210120,0,112,0,Personal Auto,Luxury,1252
246,246,ES57969,Oregon,M,Bachelor,245357,29735,69,0,Personal Auto,Four-Door Car,331
247,247,JK55587,California,M,High School or Below,507566,23082,65,0,Special Auto,Four-Door Car,312
248,248,RN97635,Arizona,M,Bachelor,321497,53984,80,0,Corporate Auto,Four-Door Car,421
249,249,BI76326,California,F,College,1227534,52135,156,0,Personal Auto,SUV,430
250,250,JA34909,California,F,College,272221,17576,71,0,Corporate Auto,Four-Door Car,398
251,251,OJ90342,Oregon,F,Bachelor,245744,29486,62,0,Personal Auto,Four-Door Car,7
252,252,CM88932,Oregon,F,Master,355484,58557,88,0,Corporate Auto,Four-Door Car,55
253,253,JJ97525,California,M,Bachelor,492954,25632,63,0,Personal Auto,Two-Door Car,351
254,254,XV21647,California,F,High School or Below,803645,0,112,0,Personal Auto,Luxury,806
255,255,MC83487,Arizona,M,Bachelor,427691,18768,68,3,Corporate Auto,Four-Door Car,647
256,256,BL90769,California,F,Bachelor,3347334,33190,106,0,Personal Auto,SUV,508
257,257,CR57148,Oregon,F,Master,596058,47945,74,0,Personal Auto,Two-Door Car,128
258,258,CP85232,Arizona,M,College,4479546,58778,126,0,Special Auto,SUV,302
259,259,YL74732,California,F,High School or Below,383211,15192,100,0,Personal Auto,SUV,480
260,260,FG16766,California,F,Bachelor,683793,51859,171,0,Personal Auto,SUV,1003
261,261,NV55438,Nevada,F,High School or Below,528526,23422,72,0,Personal Auto,Two-Door Car,518
262,262,RM10880,California,F,College,309651,21604,79,0,Corporate Auto,Four-Door Car,379
263,263,GL56175,Arizona,M,College,358971,79298,90,0,Personal Auto,Four-Door Car,244
264,264,UK52289,Arizona,F,Bachelor,258240,76731,64,0,Special Auto,Four-Door Car,201
265,265,OT85112,Washington,M,College,340391,38460,88,1,Personal Auto,Four-Door Car,91
266,266,BC62782,Arizona,F,College,1357567,48534,115,1,Personal Auto,SUV,552
267,267,TI19722,Washington,M,Doctor,343613,30817,88,0,Corporate Auto,Four-Door Car,91
268,268,JP30654,Oregon,F,College,2868582,48412,104,0,Personal Auto,SUV,707
269,269,UM45563,Washington,M,Bachelor,450267,68798,114,0,Personal Auto,SUV,92
270,270,EN60878,Oregon,M,Bachelor,618311,23712,85,0,Personal Auto,Four-Door Car,376
271,271,JF36291,California,M,College,387364,28142,105,0,Personal Auto,Luxury,701
272,272,BK59444,California,F,Master,1892933,72196,68,0,Personal Auto,Four-Door Car,152
273,273,MK70700,California,M,Master,555329,68197,69,0,Personal Auto,Four-Door Car,176
274,274,IW71076,California,M,Bachelor,501125,75248,63,0,Corporate Auto,Four-Door Car,104
275,275,AP98768,California,F,College,1044244,0,98,0,Personal Auto,Four-Door Car,941
276,276,OM24164,Nevada,M,Bachelor,219961,0,65,1,Personal Auto,Two-Door Car,468
277,277,HR85211,Washington,F,Master,512317,89879,63,0,Personal Auto,Two-Door Car,94
278,278,VC87846,Oregon,M,High School or Below,748431,46998,96,0,Corporate Auto,Four-Door Car,460
279,279,ZM92052,Oregon,M,Bachelor,261302,57099,67,0,Personal Auto,Two-Door Car,67
280,280,ON73702,Arizona,F,Bachelor,908063,33897,114,0,Corporate Auto,SUV,539
281,281,QQ90441,Nevada,F,High School or Below,1377097,59207,116,0,Personal Auto,Four-Door Car,556
282,282,HU35721,Oregon,M,High School or Below,287682,40171,73,0,Personal Auto,Four-Door Car,350
283,283,YP47665,Washington,M,Doctor,540891,80192,67,0,Personal Auto,Four-Door Car,95
284,284,FU99476,Washington,M,High School or Below,677030,74422,85,1,Personal Auto,Four-Door Car,95
285,285,AG85615,Oregon,M,College,2414387,0,87,0,Special Auto,Four-Door Car,626
286,286,OY74069,Arizona,F,College,353805,0,67,5,Personal Auto,Four-Door Car,321
287,287,DJ91267,Nevada,F,Bachelor,2909123,34226,244,0,Personal Auto,Luxury SUV,494
288,288,KB72438,California,F,High School or Below,1983420,65989,123,1,Personal Auto,SUV,115
289,289,TR67616,Oregon,M,High School or Below,473136,30686,61,0,Corporate Auto,Four-Door Car,19
290,290,GF65731,California,F,Master,3553784,0,113,0,Personal Auto,Luxury,799
291,291,HB67642,Arizona,F,High School or Below,3461137,20090,109,0,Personal Auto,Luxury,523
292,292,DP84567,California,M,High School or Below,2021630,0,183,0,Personal Auto,Luxury SUV,878
293,293,VV77534,Oregon,M,College,1397651,77094,176,0,Personal Auto,SUV,444
294,294,GL67540,California,F,College,590408,97413,73,0,Personal Auto,Four-Door Car,268
295,295,SV50502,Oregon,F,Master,559583,79189,69,0,Corporate Auto,Four-Door Car,331
296,296,UK59698,California,F,High School or Below,229430,0,62,0,Personal Auto,Two-Door Car,297
297,297,OA57352,Arizona,F,College,627391,18577,86,0,Personal Auto,Four-Door Car,412
298,298,ZF84449,Oregon,F,College,372672,0,112,1,Special Auto,Luxury,806
299,299,AX86150,Washington,M,High School or Below,265671,62777,67,0,Personal Auto,Two-Door Car,101
300,300,HG39060,Oregon,M,Bachelor,511068,0,74,0,Corporate Auto,Four-Door Car,532
301,301,EM29359,Nevada,M,College,712659,17483,183,0,Personal Auto,Luxury,1317
302,302,SF57173,Oregon,M,Master,460163,84394,114,0,Personal Auto,SUV,691
